0,0,0,
-524,-515,678,
-804,564,189,
-444,695,566,
254,-300,920,
929,-323,179,
-704,-95,704,
-176,-866,468,
-44,933,358,
969,223,107,
866,-25,499,
0,0,0,
302,-744,596,
-80,-570,818,
-364,303,881,
164,-970,180,
741,660,123,
743,426,516,
547,42,836,
-737,330,589,
-33,648,761,
287,958,21,
0,0,0,
-460,878,135,
645,-715,271,
643,-419,641,
74,155,985,
-279,-158,947,
400,798,452,
-592,-755,282,
-964,85,251,
-868,-372,330,
372,474,798,
0,0,0,
